FOON,medium_airport,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.656159997,13.43799973,AF,GA
FPPR,medium_airport,Principe Airport,1.66294,7.41174,AF,ST
FPST,medium_airport,Sao Tome International Airport,0.378175,6.71215,AF,ST
FQBR,medium_airport,Beira Airport,-19.79640007,34.9076004,AF,MZ
FQCH,medium_airport,Chimoio Airport,-19.15130043,33.42900085,AF,MZ
FQIN,medium_airport,Inhambane Airport,-23.8764,35.408501,AF,MZ
FQLC,medium_airport,Lichinga Airport,-13.274,35.2663,AF,MZ
FQMD,medium_airport,Mueda Airport,-11.6729002,39.56309891,AF,MZ
FQMP,medium_airport,Mocl�mboa da Praia Airport,-11.36180019,40.35490036,AF,MZ
FQNP,medium_airport,Nampula Airport,-15.10560036,39.28179932,AF,MZ
FQPB,medium_airport,Pemba Airport,-12.99176216,40.52401352,AF,MZ
FQQL,medium_airport,Quelimane Airport,-17.85549927,36.86909866,AF,MZ
FQTT,medium_airport,Chingozi Airport,-16.10479927,33.64020157,AF,MZ
FQVL,medium_airport,Vilankulo Airport,-22.01840019,35.31330109,AF,MZ
FSPP,medium_airport,Praslin Airport,-4.31929,55.691399,AF,SC
FTTC,medium_airport,Abeche Airport,13.847,20.844299,AF,TD
FTTD,medium_airport,Moundou Airport,8.62441,16.0714,AF,TD
FTTY,medium_airport,Faya Largeau Airport,17.91710091,19.11109924,AF,TD
FVBU,medium_airport,Joshua Mqabuko Nkomo International Airport,-20.017401,28.617901,AF,ZW
FVCZ,medium_airport,Buffalo Range Airport,-21.008101,31.5786,AF,ZW
FVFA,medium_airport,Victoria Falls International Airport,-18.09589958,25.8390007,AF,ZW
FVKB,medium_airport,Kariba International Airport,-16.5198,28.885,AF,ZW
FVMV,medium_airport,Masvingo International Airport,-20.05529976,30.85910034,AF,ZW
FVTL,medium_airport,Gweru - Thornhill Air Base,-19.436718,29.861945,AF,ZW
FVWN,medium_airport,Hwange National Park Airport,-18.62989998,27.02099991,AF,ZW
FWCL,medium_airport,Chileka International Airport,-15.67910004,34.97399902,AF,MW
FWDW,medium_airport,Dwangwa Airport,-12.517527,34.131877,AF,MW
FWKA,medium_airport,Karonga Airport,-9.953570366,33.89300156,AF,MW
FWKI,medium_airport,Lilongwe International Airport,-13.7894001,33.78099823,AF,MW
FWMG,medium_airport,Mangochi Airport,-14.4829998,35.26699829,AF,MW
FWUU,medium_airport,Mzuzu Airport,-11.44470024,34.01179886,AF,MW
FXMM,medium_airport,Moshoeshoe I International Airport,-29.46229935,27.55249977,AF,LS
FYAR,medium_airport,Arandis Airport,-22.461875,14.979322,AF,NA
FYGF,medium_airport,Grootfontein Airport,-19.60219955,18.12269974,AF,NA
FYKT,medium_airport,Keetmanshoop Airport,-26.53980064,18.1114006,AF,NA
FYLZ,medium_airport,Luderitz Airport,-26.68740082,15.24289989,AF,NA
FYOA,medium_airport,Ondangwa Airport,-17.878201,15.9526,AF,NA
FYOG,medium_airport,Oranjemund Airport,-28.5847,16.446699,AF,NA
FYRU,medium_airport,Rundu Airport,-17.9564991,19.71940041,AF,NA
FYTM,medium_airport,Tsumeb Airport,-19.26189995,17.73250008,AF,NA
FYWB,medium_airport,Walvis Bay Airport,-22.9799,14.6453,AF,NA
FYWE,medium_airport,Eros Airport,-22.61219978,17.08040047,AF,NA
FZAB,medium_airport,Ndolo Airport,-4.326660156,15.32750034,AF,CD
FZBO,medium_airport,Bandundu Airport,-3.31132,17.381701,AF,CD
FZCA,medium_airport,Kikwit Airport,-5.03577,18.785601,AF,CD
FZEA,medium_airport,Mbandaka Airport,0.022600001,18.2887001,AF,CD
FZFD,medium_airport,Gbadolite Airport,4.25321,20.9753,AF,CD
FZFK,medium_airport,Gemena Airport,3.235369921,19.77129936,AF,CD
FZGA,medium_airport,Lisala Airport,2.17066,21.496901,AF,CD
FZIC,medium_airport,Bangoka International Airport,0.481638998,25.33799934,AF,CD
FZJH,medium_airport,Matari Airport,2.827610016,27.5883007,AF,CD
FZKA,medium_airport,Bunia Airport,1.565719962,30.2208004,AF,CD
FZKJ,medium_airport,Buta Zega Airport,2.818350077,24.79369926,AF,CD
FZMA,medium_airport,Bukavu Kavumu Airport,-2.308979988,28.80879974,AF,CD
FZNA,medium_airport,Goma International Airport,-1.670809984,29.2385006,AF,CD
FZOA,medium_airport,Kindu Airport,-2.919179916,25.91539955,AF,CD
FZQA,medium_airport,Lubumbashi International Airport,-11.59130001,27.53089905,AF,CD
FZQM,medium_airport,Kolwezi Airport,-10.76589966,25.50569916,AF,CD
FZRF,medium_airport,Kalemie Airport,-5.875559807,29.25,AF,CD
FZSA,medium_airport,Kamina Base Airport,-8.642020226,25.25289917,AF,CD
FZUA,medium_airport,Kananga Airport,-5.900050163,22.46920013,AF,CD
FZWA,medium_airport,Mbuji Mayi Airport,-6.121240139,23.56900024,AF,CD
GAGO,medium_airport,Gao Airport,16.24839973,-0.005456,AF,ML
GAKY,medium_airport,Kayes Dag Dag Airport,14.4812,-11.4044,AF,ML
GAMB,medium_airport,Mopti Ambodedjo International Airport,14.5128,-4.07956,AF,ML
GATB,medium_airport,Timbuktu Airport,16.730499,-3.00758,AF,ML
GCHI,medium_airport,El Hierro Airport,27.8148,-17.8871,EU,ES
GCLA,medium_airport,La Palma Airport,28.626499,-17.7556,EU,ES
GCXO,medium_airport,Tenerife Norte-Ciudad de La Laguna Airport,28.4827,-16.341499,EU,ES
GEML,medium_airport,Melilla Airport,35.2798,-2.95626,EU,ES
GFBO,medium_airport,Bo Airport,7.944399834,-11.76099968,AF,SL
GFKE,medium_airport,Kenema Airport,7.891290188,-11.17660046,AF,SL
GFYE,medium_airport,Yengema Airport,8.610469818,-11.04539967,AF,SL
GGOV,medium_airport,Osvaldo Vieira International Airport,11.89480019,-15.65369987,AF,GW
GLMR,medium_airport,Spriggs Payne Airport,6.289060116,-10.75870037,AF,LR
GMAD,medium_airport,Al Massira Airport,30.322478,-9.412003,AF,MA
GMAT,medium_airport,Tan Tan Airport,28.44820023,-11.16129971,AF,MA
GMFB,medium_airport,Bouarfa Airport,32.51430556,-1.983055556,AF,MA
GMFF,medium_airport,Sal�ss Airport,33.9272995,-4.97796011,AF,MA
GMFK,medium_airport,Moulay Ali Cherif Airport,31.94750023,-4.398330212,AF,MA
GMFM,medium_airport,Bassatine Airport,33.8791008,-5.515120029,AF,MA
GMFO,medium_airport,Angads Airport,34.78720093,-1.923990011,AF,MA
GMMA,medium_airport,Smara Airport,26.731987,-11.683655,AF,EH
GMME,medium_airport,Rabat-Sale Airport,34.051498,-6.75152,AF,MA
GMMH,medium_airport,Dakhla Airport,23.7183,-15.932,AF,EH
GMMI,medium_airport,Essaouira-Mogador Airport,31.397499,-9.68167,AF,MA
GMML,medium_airport,Hassan I Airport,27.142467,-13.224947,AF,EH
GMMW,medium_airport,Nador International Airport,34.98880005,-3.028209925,AF,MA
GMMX,medium_airport,Menara Airport,31.60689926,-8.036299706,AF,MA
GMMY,medium_airport,Kenitra Air Base,34.298901,-6.59588,AF,MA
GMMZ,medium_airport,Ouarzazate Airport,30.93910027,-6.909430027,AF,MA
GMQ,medium_airport,Golog Maqin Airport,34.418066,100.301144,AS,CN
GMTA,medium_airport,Cherif Al Idrissi Airport,35.17710114,-3.839519978,AF,MA
GMTN,medium_airport,Saniat R'mel Airport,35.59429932,-5.320020199,AF,MA
GMTT,medium_airport,Tangier Ibn Battouta Airport,35.726898,-5.91689,AF,MA
GOGG,medium_airport,Ziguinchor Airport,12.5556,-16.281799,AF,SN
GOGS,medium_airport,Cap Skirring Airport,12.39533,-16.748,AF,SN
GOOK,medium_airport,Kaolack Airport,14.14690018,-16.05130005,AF,SN
GOOY,medium_airport,Leopold Sedar Senghor International Airport,14.7397,-17.4902,AF,SN
GOSM,medium_airport,Ouro Sogui Airport,15.5936,-13.3228,AF,SN
GOSS,medium_airport,Saint Louis Airport,16.049814,-16.461039,AF,SN
GOTB,medium_airport,Bakel Airport,14.84729958,-12.46829987,AF,SN
GOTK,medium_airport,Kedougou Airport,12.57229996,-12.22029972,AF,SN
GOTT,medium_airport,Tambacounda Airport,13.73680019,-13.65310001,AF,SN
GQPA,medium_airport,Atar International Airport,20.5067997,-13.04319954,AF,MR
GQPP,medium_airport,Nouadhibou International Airport,20.93309975,-17.03000069,AF,MR
GUCY,medium_airport,Conakry International Airport,9.57689,-13.612,AF,GN
GVBA,medium_airport,Rabil Airport,16.1364994,-22.88890076,AF,CV
GVMA,medium_airport,Maio Airport,15.1559,-23.21369934,AF,CV
GVNP,medium_airport,Praia International Airport,14.92450047,-23.49349976,AF,CV
GVSN,medium_airport,Preguica Airport,16.588852,-24.284132,AF,CV
GVSV,medium_airport,Sao Pedro Airport,16.8332,-25.0553,AF,CV
HAAM,medium_airport,Arba Minch Airport,6.039390087,37.59049988,AF,ET
HAAX,medium_airport,Axum Airport,14.14680004,38.77280045,AF,ET
HABD,medium_airport,Bahir Dar Airport,11.60809994,37.32160187,AF,ET
HADR,medium_airport,Aba Tenna Dejazmach Yilma International Airport,9.624699593,41.85419846,AF,ET
HAGM,medium_airport,Gambella Airport,8.128760338,34.56309891,AF,ET
HAGN,medium_airport,Gonder Airport,12.51990032,37.43399811,AF,ET
HAGO,medium_airport,Gode Airport,5.935130119,43.57860184,AF,ET
HAHM,medium_airport,Harar Meda Airport,8.7163,39.0059,AF,ET
HAJJ,medium_airport,Wilwal International Airport,9.3325,42.9121,AF,ET
HAJM,medium_airport,Jimma Airport,7.666090012,36.8166008,AF,ET
HAKD,medium_airport,Kebri Dahar Airport,6.732577,44.241339,AF,ET
HALA,medium_airport,Awasa Airport,7.095,38.398333,AF,ET
HAMK,medium_airport,Mekele Airport,13.4673996,39.53350067,AF,ET
HASO,medium_airport,Asosa Airport,10.01850033,34.5862999,AF,ET
HBBA,medium_airport,Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501,AF,BI
HCMH,medium_airport,Egal International Airport,9.513207,44.082389,AF,SO
HCMI,medium_airport,Berbera Airport,10.385035,44.936723,AF,SO
HCMK,medium_airport,Kismayo Airport,-0.377353,42.459202,AF,SO
HCMM,medium_airport,Aden Adde International Airport,2.01444006,45.30469894,AF,SO
HEAL,medium_airport,El Alamein International Airport,30.9245,28.461399,AF,EG
HEAR,medium_airport,El Arish International Airport,31.07329941,33.83580017,AS,EG
HEAT,medium_airport,Asyut International Airport,27.050818,31.016309,AF,EG
HEBA,medium_airport,Borj El Arab International Airport,30.93249,29.696437,AF,EG
HEBL,medium_airport,Abu Simbel Airport,22.37599945,31.61170006,AF,EG
HECP,medium_airport,Capital International Airport,30.074293,31.84296,AF,EG
HEGR,medium_airport,El Gora Airport,31.072783,34.13229,AS,EG
HELX,medium_airport,Luxor International Airport,25.674629,32.700012,AF,EG
HEMA,medium_airport,Marsa Alam International Airport,25.5571003,34.58369827,AF,EG
HEMM,medium_airport,Marsa Matruh Airport,31.325399,27.221701,AF,EG
HEPS,medium_airport,Port Said International Airport,31.2794,32.240002,AF,EG
HESC,medium_airport,Saint Catherine International Airport,28.682729,34.060503,AS,EG
HESG,medium_airport,Suhaj Mubarak International Airport,26.339115,31.737624,AF,EG
HESN,medium_airport,Aswan International Airport,23.96439934,32.81999969,AF,EG
HESX,medium_airport,Sphinx International Airport,30.108148,30.89569,AF,EG
HETB,medium_airport,Taba International Airport,29.587799,34.778099,AS,EG
HHAS,medium_airport,Asmara International Airport,15.29189968,38.91070175,AF,ER
HHMS,medium_airport,Massawa International Airport,15.67000008,39.37009811,AF,ER
HHSB,medium_airport,Assab International Airport,13.07180023,42.64500046,AF,ER
HIA,medium_airport,Huai'an Lianshui International Airport,33.790833,119.125,AS,CN
HKAM,medium_airport,Amboseli Airport,-2.645050049,37.25310135,AF,KE
HKEL,medium_airport,Eldoret International Airport,0.404457986,35.23889923,AF,KE
HKKI,medium_airport,Kisumu Airport,-0.086139001,34.72890091,AF,KE
HKKT,medium_airport,Kitale Airport,0.971988976,34.95859909,AF,KE
HKLK,medium_airport,Lokichoggio Airport,4.204120159,34.34820175,AF,KE
HKLO,medium_airport,Lodwar Airport,3.121969938,35.6086998,AF,KE
HKLU,medium_airport,Manda Airport,-2.252431,40.912892,AF,KE
HKML,medium_airport,Malindi Airport,-3.229310036,40.10169983,AF,KE
HKMS,medium_airport,Mara Serena Lodge Airstrip,-1.406111,35.008057,AF,KE
HKNW,medium_airport,Nairobi Wilson Airport,-1.321720004,36.81480026,AF,KE
HKNY,medium_airport,Nanyuki Airport,-0.062399,37.041008,AF,KE
HKWJ,medium_airport,Wajir Airport,1.73324,40.091599,AF,KE
HLGD,medium_airport,Gardabya Airport,31.06349945,16.59499931,AF,LY
HLGT,medium_airport,Ghat Airport,25.14559937,10.14260006,AF,LY
HLKF,medium_airport,Kufra Airport,24.17869949,23.31399918,AF,LY
HLLB,medium_airport,Benina International Airport,32.09680176,20.26950073,AF,LY
HLLM,medium_airport,Mitiga Airport,32.89410019,13.27600002,AF,LY
HLLQ,medium_airport,Al Abraq International Airport,32.7887,21.9643,AF,LY
HLLS,medium_airport,Sabha Airport,26.98699951,14.47249985,AF,LY
HLMB,medium_airport,Marsa Brega Airport,30.37809944,19.57640076,AF,LY
HLTD,medium_airport,Ghadames East Airport,30.15169907,9.715310097,AF,LY
HRYG,medium_airport,Gisenyi Airport,-1.67719996,29.25889969,AF,RW
HRZA,medium_airport,Kamembe Airport,-2.462239981,28.90789986,AF,RW
HSDN,medium_airport,Dongola Airport,19.15390015,30.43009949,AF,SD
HSFS,medium_airport,El Fasher Airport,13.61489964,25.32460022,AF,SD
HSKA,medium_airport,Kassala Airport,15.38749981,36.3288002,AF,SD
HSMN,medium_airport,Merowe New Airport,18.44333333,31.84333333,AF,SD
HSNN,medium_airport,Nyala Airport,12.0535,24.9562,AF,SD
HSOB,medium_airport,El Obeid Airport,13.15320015,30.23270035,AF,SD
HSPN,medium_airport,Port Sudan New International Airport,19.43359947,37.23410034,AF,SD
HSSM,medium_airport,Malakal Airport,9.55897,31.652201,AF,SS
HSWW,medium_airport,Wau Airport,7.72583,27.975,AF,SS
HTAR,medium_airport,Arusha Airport,-3.367789984,36.63330078,AF,TZ
HTDO,medium_airport,Dodoma Airport,-6.17044,35.752602,AF,TZ
HTGW,medium_airport,Songwe Airport,-8.919942,33.273981,AF,TZ
HTIR,medium_airport,Iringa Airport,-7.668630123,35.7521019,AF,TZ
HTKJ,medium_airport,Kilimanjaro International Airport,-3.42941,37.074501,AF,TZ
HTLM,medium_airport,Lake Manyara Airport,-3.37631011,35.81829834,AF,TZ
HTMT,medium_airport,Mtwara Airport,-10.336204,40.181997,AF,TZ
HTMW,medium_airport,Mwanza Airport,-2.444489956,32.93270111,AF,TZ
HTPE,medium_airport,Pemba Airport,-5.25726,39.811401,AF,TZ
HTTG,medium_airport,Tanga Airport,-5.09236,39.071201,AF,TZ
HUAR,medium_airport,Arua Airport,3.049152,30.911714,AF,UG
HUGU,medium_airport,Gulu Airport,2.805560112,32.27180099,AF,UG
HUSO,medium_airport,Soroti Airport,1.727689981,33.62279892,AF,UG
HZU,medium_airport,Chengdu Huaizhou Airport,30.677339,104.529397,AS,CN
IBL,medium_airport,Indigo Bay Lodge Airport,-21.708,35.452801,AF,MZ
ID-ZGP,medium_airport,Bilogai-Sugapa Airport,-3.73956,137.031998,AS,ID
ISG,medium_airport,New Ishigaki Airport,24.396389,124.245,AS,JP
JGD,medium_airport,Jiagedaqi Airport,50.371389,124.1175,AS,CN
JIQ,medium_airport,Qianjiang Wulingshan Airport,29.51333333,108.8311111,AS,CN
JJD,medium_airport,Jericoacoara - Comandante Ariston Pessoa Regional Airport,-2.906425,-40.357338,SA,BR
JNZ,medium_airport,Jinzhou Bay Airport,40.936032,121.277114,AS,CN
K61B,medium_airport,Boulder City-Lake Mead International Airport,35.947498,-114.861,NA,US
K67L,medium_airport,Mesquite International Airport,36.833105,-114.055928,NA,US
KABE,medium_airport,Lehigh Valley International Airport,40.651773,-75.442797,NA,US
KABI,medium_airport,Abilene Regional Airport,32.41130066,-99.68190002,NA,US
KABQ,medium_airport,Albuquerque International Sunport,35.040199,-106.609001,NA,US
KABR,medium_airport,Aberdeen Regional Airport,45.44910049,-98.42179871,NA,US
KABY,medium_airport,Southwest Georgia Regional Airport,31.532946,-84.196215,NA,US
KACK,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,NA,US
KACT,medium_airport,Waco Regional Airport,31.61129951,-97.23049927,NA,US
KACV,medium_airport,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,NA,US
KACY,medium_airport,Atlantic City International Airport,39.45759964,-74.57720184,NA,US
KAEX,medium_airport,Alexandria International Airport,31.3274,-92.549797,NA,US
KAFW,medium_airport,Fort Worth Alliance Airport,32.99044,-97.31947,NA,US
KAGC,medium_airport,Allegheny County Airport,40.354401,-79.930199,NA,US
KAGS,medium_airport,Augusta Regional At Bush Field,33.3699,-81.9645,NA,US
KAHN,medium_airport,Athens Ben Epps Airport,33.94860077,-83.32630157,NA,US
KAKR,medium_airport,Akron Executive Airport,41.037498,-81.466904,NA,US
KALB,medium_airport,Albany International Airport,42.74829865,-73.80169678,NA,US
KALI,medium_airport,Alice International Airport,27.7409,-98.026901,NA,US
KALM,medium_airport,Alamogordo White Sands Regional Airport,32.83990097,-105.9909973,NA,US
KALN,medium_airport,St Louis Regional Airport,38.89030075,-90.04599762,NA,US
KALO,medium_airport,Waterloo Regional Airport,42.55709839,-92.40029907,NA,US
KALS,medium_airport,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,NA,US
KALW,medium_airport,Walla Walla Regional Airport,46.09489822,-118.288002,NA,US
KAMA,medium_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001,NA,US
KANB,medium_airport,Anniston Regional Airport,33.5882,-85.8581,NA,US
KAND,medium_airport,Anderson Regional Airport,34.49459839,-82.70939636,NA,US
KAOO,medium_airport,Altoona Blair County Airport,40.296398,-78.32,NA,US
KAPA,medium_airport,Centennial Airport,39.57009888,-104.848999,NA,US
KAPF,medium_airport,Naples Municipal Airport,26.15259933,-81.77529907,NA,US
KAPG,medium_airport,Phillips Army Air Field,39.466202,-76.1688,NA,US
KAPN,medium_airport,Alpena County Regional Airport,45.0780983,-83.56030273,NA,US
KARA,medium_airport,Acadiana Regional Airport,30.0378,-91.883904,NA,US
KART,medium_airport,Watertown International Airport,43.9919014,-76.021698,NA,US
KASE,medium_airport,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,NA,US
KAST,medium_airport,Astoria Regional Airport,46.15800095,-123.8789978,NA,US
KATY,medium_airport,Watertown Regional Airport,44.91400146,-97.15470123,NA,US
KAUG,medium_airport,Augusta State Airport,44.3205986,-69.79730225,NA,US
KAUW,medium_airport,Wausau Downtown Airport,44.92620087,-89.62660217,NA,US
KAVL,medium_airport,Asheville Regional Airport,35.436199,-82.541801,NA,US
KAVP,medium_airport,Wilkes Barre Scranton International Airport,41.33850098,-75.7233963,NA,US
KAXN,medium_airport,Chandler Field,45.866299,-95.394699,NA,US
KAZO,medium_airport,Kalamazoo Battle Creek International Airport,42.23490143,-85.55210114,NA,US
KBAB,medium_airport,Beale Air Force Base,39.136101,-121.436996,NA,US
KBAD,medium_airport,Barksdale Air Force Base,32.501801,-93.662697,NA,US
KBAF,medium_airport,Westfield-Barnes Regional Airport,42.157799,-72.715599,NA,US
KBAK,medium_airport,Columbus Municipal Airport,39.262386,-85.895576,NA,US
KBBD,medium_airport,Curtis Field,31.17930031,-99.32389832,NA,US
KBCE,medium_airport,Bryce Canyon Airport,37.70640183,-112.1449966,NA,US
KBDE,medium_airport,Baudette International Airport,48.72840118,-94.61219788,NA,US
KBDL,medium_airport,Bradley International Airport,41.93851,-72.688066,NA,US
KBDR,medium_airport,Igor I Sikorsky Memorial Airport,41.16350174,-73.12619781,NA,US
KBED,medium_airport,Laurence G Hanscom Field,42.47000122,-71.28900146,NA,US
KBFD,medium_airport,Bradford Regional Airport,41.80310059,-78.64009857,NA,US
KBFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,NA,US
KBFI,medium_airport,Boeing Field King County International Airport,47.529999,-122.302002,NA,US
KBFL,medium_airport,Meadows Field,35.433601,-119.056999,NA,US
KBFM,medium_airport,Mobile Downtown Airport,30.62680054,-88.06809998,NA,US
KBGM,medium_airport,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,NA,US
KBGR,medium_airport,Bangor International Airport,44.8074,-68.828102,NA,US
KBHB,medium_airport,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,NA,US
KBHM,medium_airport,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,NA,US
KBIF,medium_airport,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,NA,US
KBIH,medium_airport,Eastern Sierra Regional Airport,37.37310028,-118.3639984,NA,US
KBIL,medium_airport,Billings Logan International Airport,45.807701,-108.542999,NA,US
KBIS,medium_airport,Bismarck Municipal Airport,46.77270126,-100.7460022,NA,US
KBIX,medium_airport,Keesler Air Force Base,30.41040039,-88.92440033,NA,US
KBJC,medium_airport,Rocky Mountain Metropolitan Airport,39.90879822,-105.1169968,NA,US
KBJI,medium_airport,Bemidji Regional Airport,47.50939941,-94.93370056,NA,US
KBKE,medium_airport,Baker City Municipal Airport,44.83729935,-117.8089981,NA,US
KBKF,medium_airport,Buckley Space Force Base,39.701698,-104.751999,NA,US
KBKL,medium_airport,Burke Lakefront Airport,41.51750183,-81.6832962,NA,US
KBKW,medium_airport,Raleigh County Memorial Airport,37.78730011,-81.12419891,NA,US
KBLF,medium_airport,Mercer County Airport,37.29579926,-81.20770264,NA,US
KBLH,medium_airport,Blythe Airport,33.61920166,-114.7170029,NA,US
KBLI,medium_airport,Bellingham International Airport,48.7928009,-122.538002,NA,US
KBLV,medium_airport,Scott AFB/Midamerica Airport,38.5452,-89.835197,NA,US
KBMG,medium_airport,Monroe County Airport,39.14599991,-86.61669922,NA,US
KBMI,medium_airport,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,NA,US
KBNO,medium_airport,Burns Municipal Airport,43.59189987,-118.9550018,NA,US
KBOI,medium_airport,Boise Air Terminal/Gowen Field,43.5644,-116.223,NA,US
KBPI,medium_airport,Miley Memorial Field,42.58509827,-110.1110001,NA,US
KBPK,medium_airport,Ozark Regional Airport,36.3689003,-92.47049713,NA,US
KBPT,medium_airport,Jack Brooks Regional Airport,29.9508,-94.020699,NA,US
KBQK,medium_airport,Brunswick Golden Isles Airport,31.25880051,-81.46649933,NA,US
KBRD,medium_airport,Brainerd Lakes Regional Airport,46.402861,-94.129727,NA,US
KBRL,medium_airport,Southeast Iowa Regional Airport,40.78319931,-91.12550354,NA,US
KBRO,medium_airport,Brownsville South Padre Island International Airport,25.90679932,-97.42590332,NA,US
KBTL,medium_airport,Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,NA,US
KBTM,medium_airport,Bert Mooney Airport,45.95479965,-112.4970016,NA,US
KBTR,medium_airport,Baton Rouge Metropolitan Airport,30.533199,-91.149597,NA,US
KBTV,medium_airport,Burlington International Airport,44.471901,-73.153297,NA,US
KBUR,medium_airport,Bob Hope Airport,34.197703,-118.356378,NA,US
KBVI,medium_airport,Beaver County Airport,40.772499,-80.391403,NA,US
KBVY,medium_airport,Beverly Regional Airport,42.584202,-70.916496,NA,US
KBWG,medium_airport,Bowling Green Warren County Regional Airport,36.96450043,-86.41970062,NA,US
KBYH,medium_airport,Arkansas International Airport,35.96429825,-89.94400024,NA,US
KBYI,medium_airport,Burley Municipal Airport,42.54259872,-113.7720032,NA,US
KBYS,medium_airport,Bicycle Lake Army Air Field,35.2804985,-116.6299973,NA,US
KBZN,medium_airport,Gallatin Field,45.77750015,-111.1529999,NA,US
KCAE,medium_airport,Columbia Metropolitan Airport,33.938801,-81.119499,NA,US
KCAK,medium_airport,Akron Canton Regional Airport,40.91609955,-81.44219971,NA,US
KCAR,medium_airport,Caribou Municipal Airport,46.871498,-68.017899,NA,US
KCBM,medium_airport,Columbus Air Force Base,33.643799,-88.443802,NA,US
KCCY,medium_airport,Northeast Iowa Regional Airport,43.07260132,-92.6108017,NA,US
KCDC,medium_airport,Cedar City Regional Airport,37.70100021,-113.098999,NA,US
KCDR,medium_airport,Chadron Municipal Airport,42.83760071,-103.0950012,NA,US
KCDS,medium_airport,Childress Municipal Airport,34.43379974,-100.288002,NA,US
KCEC,medium_airport,Jack Mc Namara Field Airport,41.78020096,-124.2369995,NA,US
KCEF,medium_airport,Westover ARB/Metropolitan Airport,42.19400024,-72.53479767,NA,US
KCEW,medium_airport,Bob Sikes Airport,30.77879906,-86.52210236,NA,US
KCGF,medium_airport,Cuyahoga County Airport,41.56510162,-81.48639679,NA,US
KCGI,medium_airport,Cape Girardeau Regional Airport,37.2253,-89.570801,NA,US
KCHA,medium_airport,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,NA,US
KCHO,medium_airport,Charlottesville Albemarle Airport,38.1385994,-78.45290375,NA,US
KCHS,medium_airport,Charleston International Airport,32.898602,-80.040497,NA,US
KCID,medium_airport,The Eastern Iowa Airport,41.884701,-91.7108,NA,US
KCIU,medium_airport,Chippewa County International Airport,46.25080109,-84.47239685,NA,US
KCKB,medium_airport,North Central West Virginia Airport,39.29660034,-80.22810364,NA,US
KCLL,medium_airport,Easterwood Field,30.58860016,-96.36380005,NA,US
KCLM,medium_airport,William R Fairchild International Airport,48.12020111,-123.5,NA,US
KCMI,medium_airport,University of Illinois Willard Airport,40.039819,-88.276249,NA,US
KCMX,medium_airport,Houghton County Memorial Airport,47.16839981,-88.4890976,NA,US
KCNM,medium_airport,Cavern City Air Terminal,32.33750153,-104.2630005,NA,US
KCNU,medium_airport,Chanute Martin Johnson Airport,37.668173,-95.486727,NA,US
KCOD,medium_airport,Yellowstone Regional Airport,44.52019882,-109.0240021,NA,US
KCOE,medium_airport,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,NA,US
KCOF,medium_airport,Patrick Air Force Base,28.23489952,-80.61009979,NA,US
KCON,medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,NA,US
KCOS,medium_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,NA,US
KCOU,medium_airport,Columbia Regional Airport,38.8181,-92.219597,NA,US
KCPF,medium_airport,Wendell H Ford Airport,37.386666,-83.261666,NA,US
KCPR,medium_airport,Casper-Natrona County International Airport,42.908001,-106.463997,NA,US
KCRE,medium_airport,Grand Strand Airport,33.81169891,-78.72389984,NA,US
KCRG,medium_airport,Jacksonville Executive at Craig Airport,30.3362999,-81.51439667,NA,US
KCRP,medium_airport,Corpus Christi International Airport,27.770399,-97.501198,NA,US
KCRQ,medium_airport,McClellan-Palomar Airport,33.1283,-117.279999,NA,US
KCRW,medium_airport,Yeager Airport,38.3731,-81.593201,NA,US
KCSG,medium_airport,Columbus Metropolitan Airport,32.5163002,-84.93890381,NA,US
KCSV,medium_airport,Crossville Memorial Whitson Field,35.95130157,-85.08499908,NA,US
KCTB,medium_airport,Cut Bank International Airport,48.608657,-112.378183,NA,US
KCUB,medium_airport,Jim Hamilton L.B. Owens Airport,33.97050095,-80.99520111,NA,US
KCVO,medium_airport,Corvallis Municipal Airport,44.49720001,-123.2900009,NA,US
KCVS,medium_airport,Cannon Air Force Base,34.382801,-103.321999,NA,US
KCWA,medium_airport,Central Wisconsin Airport,44.77759933,-89.66680145,NA,US
KCXO,medium_airport,Conroe-North Houston Regional Airport,30.351801,-95.414497,NA,US
KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,41.15570068,-104.8119965,NA,US
KDAA,medium_airport,Davison Army Air Field,38.71500015,-77.18099976,NA,US
